Make,Type,Year,Origin,Options,Gear_Type,Mileage,Region,Price
Peugeot,Partner,2016,Saudi,Standard,Manual,114000,Dammam,22000
Chevrolet,Camaro,2017,Other,Full,Automatic,81633,Riyadh,120000
Chevrolet,Tahoe,2020,Saudi,Semi Full,Automatic,67000,Riyadh,176000
Nissan,Sunny,2018,Saudi,Semi Full,Automatic,58244,Riyadh,30000
Audi,A8,2016,Saudi,Full,Automatic,42000,Dammam,165000
Ford,Taurus,2016,Other,Semi Full,Automatic,108000,Dammam,79000
Toyota,Yaris,2018,Saudi,Standard,Automatic,134000,Jeddah,36000
Hyundai,Accent,2017,Saudi,Standard,Automatic,91000,Riyadh,30000
Ford,Taurus,2017,Saudi,Standard,Automatic,80000,Aseer,0
Chevrolet,Malibu,2015,Saudi,Full,Automatic,175500,Khobar,32000
Suzuki,Grand Vitara,2002,Saudi,Standard,Manual,371000,Makkah,0
Porsche,Cayenne,2009,Gulf Arabic,Full,Automatic,3000000,Dammam,0
Kia,Mohave,2014,Saudi,Full,Automatic,284,Jazan,0
Toyota,Prado,2011,Saudi,Standard,Automatic,263000,Khobar,55000
GMC,Suburban,2006,Saudi,Semi Full,Automatic,129000,Taef,0
Ford,Mustang,2019,Other,Full,Automatic,52000,Riyadh,139000
Ford,Taurus,2016,Other,Full,Automatic,91815,Riyadh,86000
Hyundai,Accent,2016,Saudi,Standard,Automatic,40000,Riyadh,0
Mitsubishi,Pajero,2017,Saudi,Semi Full,Automatic,161709,Riyadh,66500
Hyundai,Kona,2020,Saudi,Standard,Automatic,10239,Riyadh,66500
Mazda,6,2018,Saudi,Standard,Automatic,68263,Riyadh,66500
Toyota,Land Cruiser,2016,Saudi,Semi Full,Automatic,260,Al-Medina,0
Nissan,Armada,2006,Saudi,Full,Automatic,184000,Jeddah,30000
Chevrolet,Tahoe,2010,Saudi,Full,Automatic,340000,Tabouk,40000
Ford,Taurus,2015,Saudi,Semi Full,Automatic,870000,Riyadh,0
Toyota,Hilux,2016,Gulf Arabic,Semi Full,Manual,261000,Dammam,0
Toyota,Ciocca,2013,Saudi,Standard,Automatic,114000,Al-Medina,89000
Toyota,Yaris,2016,Saudi,Standard,Automatic,128000,Dammam,25000
Toyota,Hiace,2017,Saudi,Standard,Manual,555555,Riyadh,73000
Kia,Rio,2016,Saudi,Standard,Automatic,237000,Dammam,21000
Toyota,Ciocca,2015,Saudi,Semi Full,Automatic,85000,Dammam,125000
Ford,Expedition,2013,Saudi,Standard,Automatic,84000,Dammam,72000
Kia,Sportage,2016,Other,Standard,Automatic,55000,Riyadh,68000
Toyota,Camry,2002,Saudi,Standard,Manual,239259,Al-Ahsa,0
GMC,Yukon,2008,Saudi,Semi Full,Automatic,250000,Riyadh,22000
Cadillac,CT-S,2011,Saudi,Full,Automatic,101000,Yanbu,40000
Toyota,Previa,2004,Other,Semi Full,Automatic,300,Dammam,12000
Mazda,6,2020,Saudi,Standard,Automatic,78000,Riyadh,76000
Toyota,Land Cruiser 70,2012,Saudi,Standard,Manual,189,Tabouk,0
BMW,X,2020,Gulf Arabic,Semi Full,Automatic,4500,Riyadh,0
Chevrolet,Lumina,2008,Saudi,Semi Full,Automatic,205000,Dammam,12000
Chrysler,C300,2005,Saudi,Full,Automatic,275000,Dammam,18000
Toyota,Camry,2017,Gulf Arabic,Semi Full,Automatic,119550,Riyadh,66500
Toyota,Furniture,2015,Saudi,Standard,Automatic,164277,Riyadh,66500
Ford,Expedition,2013,Saudi,Full,Manual,225299,Riyadh,66587
Hyundai,Sonata,2019,Saudi,Standard,Automatic,49515,Riyadh,68000
Nissan,Bus Urvan,2010,Gulf Arabic,Full,Manual,2012,Dammam,14500
Chevrolet,Suburban,2016,Saudi,Full,Automatic,156000,Dammam,290000
Toyota,Dyna,1991,Saudi,Standard,Manual,1111,Riyadh,0
Ford,Expedition,2013,Other,Standard,Automatic,121000,Riyadh,40000
Mitsubishi,Pajero,2016,Gulf Arabic,Full,Automatic,132000,Aseer,63000
Chevrolet,Malibu,2013,Saudi,Full,Automatic,177000,Dammam,30000
Hyundai,Elantra,2019,Saudi,Standard,Automatic,102000,Dammam,48000
Chevrolet,Impala,2018,Saudi,Standard,Automatic,52000,Riyadh,75000
Mercedes,S,2018,Saudi,Full,Automatic,83000,Jeddah,315000
Chevrolet,Camaro,2017,Other,Full,Automatic,116000,Dammam,129000
Ford,Taurus,2018,Saudi,Standard,Automatic,63000,Jeddah,80000
Toyota,Ciocca,2016,Saudi,Semi Full,Automatic,92000,Dammam,108000
Ford,Taurus,2017,Saudi,Standard,Automatic,132000,Dammam,65000
Chevrolet,Impala,2014,Saudi,Semi Full,Automatic,181000,Riyadh,60000
Ford,Taurus,2015,Saudi,Semi Full,Automatic,172000,Jeddah,52000
Mazda,CX9,2015,Saudi,Semi Full,Automatic,93000,Jazan,0
Toyota,Furniture,2015,Saudi,Standard,Automatic,250000,Makkah,55000
Nissan,Sentra,2018,Gulf Arabic,Standard,Automatic,97000,Al-Ahsa,39000
Mercedes,ML,2013,Gulf Arabic,Full,Automatic,140000,Riyadh,120000
GMC,Suburban,2005,Saudi,Semi Full,Automatic,260000,Al-Medina,20000
GMC,Sierra,2016,Saudi,Full,Automatic,109000,Dammam,100000
Honda,Accord,2013,Gulf Arabic,Standard,Automatic,271000,Qassim,0
Toyota,FJ,2016,Gulf Arabic,Semi Full,Automatic,240000,Dammam,0
Honda,Accord,2014,Saudi,Full,Automatic,39720,Jeddah,0
Honda,Accord,2016,Gulf Arabic,Standard,Automatic,106214,Riyadh,67500
Toyota,Rav4,2017,Saudi,Standard,Automatic,235614,Riyadh,67500
Nissan,Altima,2018,Gulf Arabic,Semi Full,Automatic,48096,Riyadh,68000
Nissan,Sunny,2014,Saudi,Semi Full,Automatic,20051,Riyadh,0
Hyundai,Accent,2008,Saudi,Standard,Manual,250000,Qassim,4000
Lincoln,MKX,2016,Other,Full,Automatic,99000,Dammam,100000
Fiat,500,2019,Saudi,Full,Automatic,19000,Dammam,70000
Chevrolet,Malibu,2013,Saudi,Full,Automatic,165000,Dammam,30000
Chevrolet,Malibu,2016,Saudi,Semi Full,Automatic,203000,Dammam,32000
Changan,CS35,2019,Saudi,Full,Automatic,150000,Dammam,40000
Chevrolet,Camaro,2017,Other,Full,Automatic,118000,Dammam,113000
Porsche,Macan,2015,Saudi,Full,Automatic,93000,Jeddah,138000
Mazda,CX9,2015,Saudi,Full,Automatic,260000,Dammam,63000
Toyota,Hiace,2016,Saudi,Standard,Manual,307000,Riyadh,60000
Toyota,Camry,2018,Saudi,Standard,Automatic,109000,Qassim,80000
Toyota,Hilux,2016,Gulf Arabic,Semi Full,Automatic,93000,Dammam,0
Toyota,Land Cruiser,2020,Other,Full,Automatic,20000,Riyadh,0
Toyota,Hilux,2016,Saudi,Full,Manual,42000,Aseer,0
Mercedes,S,2009,Saudi,Full,Automatic,102000,Jeddah,0
Lincoln,MKX,2011,Other,Full,Automatic,321,Yanbu,0
Hyundai,Senta fe,2014,Saudi,Full,Automatic,265000,Qassim,52000
Nissan,Patrol,2020,Saudi,Full,Automatic,26000,Riyadh,235000
Lexus,ES,2007,Saudi,Full,Automatic,250000,Al-Namas,25000
Toyota,Corolla,2015,Saudi,Standard,Automatic,209,Makkah,0
Hyundai,Accent,2015,Saudi,Standard,Automatic,500000,Jeddah,22000
Volkswagen,Passat,2014,Saudi,Standard,Automatic,88673,Jeddah,50000
Isuzu,D-MAX,2018,Saudi,Standard,Manual,203957,Riyadh,68500
Mazda,CX9,2015,Saudi,Full,Automatic,217162,Riyadh,68500
Kia,Sorento,2016,Saudi,Full,Automatic,93914,Riyadh,68500
Toyota,Hiace,2017,Saudi,Standard,Manual,192692,Riyadh,68500
Chevrolet,Tahoe,2007,Saudi,Semi Full,Automatic,450,Jeddah,27500
Ford,Explorer,2014,Saudi,Standard,Automatic,158000,Riyadh,55000
Lexus,LX,2015,Saudi,Full,Automatic,105000,Jeddah,213000
Kia,Cadenza,2016,Other,Full,Automatic,33212,Qassim,66000
Lexus,ES,2017,Other,Full,Automatic,69000,Dammam,142000
Lexus,GS,2017,Saudi,Full,Automatic,80000,Dammam,175000
Rolls-Royce,Ghost,2016,Saudi,Full,Automatic,40000,Dammam,620000
Isuzu,D-MAX,2014,Saudi,Standard,Manual,288000,Dammam,42000
Chevrolet,Suburban,2019,Saudi,Standard,Automatic,37000,Riyadh,148000
Lexus,LX,2018,Saudi,Full,Automatic,95000,Jeddah,355000
Toyota,Yaris,2019,Saudi,Semi Full,Automatic,42628,Dammam,38500
Mercedes,CLS,2016,Gulf Arabic,Full,Automatic,45000,Dammam,168000
Chevrolet,Camaro,2018,Other,Full,Automatic,79000,Dammam,113000
Kia,Stinger,2020,Saudi,Full,Automatic,7000,Dammam,160000
Ford,Taurus,2015,Saudi,Standard,Automatic,247000,Qassim,55000
Renault,Symbol,2020,Saudi,Standard,Automatic,37600,Dammam,0
Cadillac,CT-S,2013,Saudi,Semi Full,Automatic,137000,Al-Medina,45000
Hyundai,H1,2015,Other,Semi Full,Automatic,112000,Riyadh,0
Toyota,Land Cruiser,2015,Saudi,Full,Automatic,264000,Jeddah,140000
Nissan,Sentra,2014,Saudi,Semi Full,Automatic,165000,Riyadh,18500
Mitsubishi,Pajero,2018,Gulf Arabic,Semi Full,Automatic,108000,Riyadh,77000
Audi,A8,2013,Other,Full,Automatic,100000,Riyadh,108000
Toyota,Camry,2016,Saudi,Semi Full,Automatic,77000,Riyadh,63000
Toyota,Hiace,2017,Saudi,Standard,Manual,143594,Riyadh,69000
Mazda,6,2019,Saudi,Standard,Automatic,64970,Riyadh,69500
Isuzu,D-MAX,2018,Saudi,Standard,Manual,52849,Riyadh,69500
Hyundai,Sonata,2018,Saudi,Semi Full,Automatic,84795,Riyadh,69500
Hyundai,Accent,2017,Saudi,Standard,Automatic,69000,Riyadh,34000
Toyota,Land Cruiser,2020,Saudi,Semi Full,Automatic,35000,Riyadh,210000
Chevrolet,Caprice,2015,Saudi,Full,Automatic,172000,Riyadh,108000
Honda,Accord,2016,Gulf Arabic,Semi Full,Automatic,80000,Riyadh,69000
Toyota,Prado,2020,Saudi,Semi Full,Automatic,5000,Riyadh,153000
Lexus,IS,2018,Saudi,Semi Full,Automatic,131,Riyadh,166000
Honda,Accord,2017,Gulf Arabic,Full,Automatic,75000,Riyadh,90000
Ford,Expedition,2017,Gulf Arabic,Standard,Automatic,90000,Riyadh,97000
Lexus,ES,2018,Gulf Arabic,Full,Automatic,20000,Riyadh,126000
Ford,Edge,2017,Gulf Arabic,Standard,Automatic,82000,Riyadh,80000
Lexus,RX,2016,Saudi,Full,Automatic,104000,Riyadh,148000
Ford,Flex,2015,Saudi,Semi Full,Automatic,167000,Riyadh,53000
Nissan,Altima,2017,Saudi,Standard,Automatic,40000,Riyadh,59000
Ford,Explorer,2017,Gulf Arabic,Standard,Automatic,94000,Riyadh,82000
Ford,Expedition,2016,Saudi,Standard,Automatic,103000,Riyadh,83000
Toyota,Hiace,2016,Other,Standard,Manual,99999,Riyadh,69000
Chevrolet,Impala,2019,Gulf Arabic,Standard,Automatic,16000,Riyadh,95000
Mercedes,C,2017,Other,Full,Automatic,86000,Jeddah,105000
Nissan,Datsun,1984,Saudi,Standard,Manual,248000,Riyadh,7000
Toyota,Corolla,2018,Saudi,Standard,Automatic,65000,Jeddah,57000
Honda,Civic,2017,Saudi,Standard,Automatic,122,Jeddah,43000
Mercedes,Viano,2013,Saudi,Semi Full,Automatic,154000,Jeddah,45000
Hyundai,Senta fe,2016,Saudi,Standard,Automatic,134000,Riyadh,48000
Toyota,Prado,2013,Saudi,Semi Full,Manual,186000,Riyadh,55000
Mazda,CX9,2014,Saudi,Semi Full,Automatic,123000,Riyadh,42000
Ford,Taurus,2015,Saudi,Semi Full,Automatic,154706,Riyadh,69500
Nissan,X-Trail,2018,Saudi,Standard,Automatic,30507,Riyadh,69500
Audi,A3,2016,Saudi,Semi Full,Automatic,70278,Riyadh,69500
Toyota,Innova,2017,Saudi,Standard,Automatic,57482,Riyadh,69500
Toyota,Land Cruiser,2014,Saudi,Full,Automatic,495000,Qassim,0
Hyundai,Accent,2014,Other,Standard,Manual,252000,Taef,20000
Chevrolet,Tahoe,2015,Saudi,Standard,Automatic,121000,Riyadh,92000
Ford,Flex,2014,Saudi,Standard,Automatic,142000,Jazan,0
GMC,Yukon,2015,Saudi,Standard,Automatic,170000,Arar,102000
Chevrolet,Tahoe,2009,Saudi,Standard,Automatic,422000,Riyadh,0
Hyundai,Sonata,2017,Other,Semi Full,Automatic,82190,Qassim,63000
Land Rover,Range Rover,2019,Other,Full,Automatic,36000,Riyadh,400000
Kia,Cores,2015,Saudi,Full,Automatic,75000,Dammam,75000
Isuzu,D-MAX,2010,Saudi,Standard,Manual,380000,Dammam,29000
Lexus,IS,2018,Saudi,Full,Automatic,54000,Jeddah,275000
Geely,Emgrand,2014,Saudi,Full,Automatic,108800,Dammam,12000
Audi,S8,2016,Gulf Arabic,Full,Automatic,42000,Dammam,229000
Hyundai,Azera,2016,Other,Full,Automatic,111000,Dammam,86000
GMC,Yukon,2007,Saudi,Full,Automatic,235000,Dammam,65000
Hyundai,Elantra,2016,Other,Standard,Automatic,55000,Riyadh,48000
Hyundai,Senta fe,2016,Saudi,Full,Automatic,157000,Al-Ahsa,69000
Toyota,Rav4,2016,Saudi,Standard,Automatic,231000,Jubail,52000
Toyota,Camry,2017,Saudi,Standard,Automatic,119000,Dammam,0
GMC,Yukon,2016,Saudi,Semi Full,Automatic,145000,Al-Medina,100000
Toyota,Camry,2017,Saudi,Full,Automatic,166,Riyadh,55000
Nissan,Patrol,2020,Saudi,Semi Full,Automatic,28000,Dammam,0
Toyota,Hilux,2018,Saudi,Semi Full,Manual,13000,Riyadh,0
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,247,Riyadh,0
Toyota,Innova,2017,Saudi,Standard,Automatic,106377,Riyadh,69500
Toyota,Hiace,2017,Saudi,Standard,Manual,133148,Riyadh,70000
Toyota,Hiace,2017,Saudi,Standard,Manual,134007,Riyadh,70000
Hyundai,Kona,2020,Saudi,Semi Full,Automatic,30271,Riyadh,70000
Hyundai,H1,2016,Saudi,Standard,Automatic,154000,Al-Ahsa,54000
Chevrolet,Tahoe,2016,Saudi,Semi Full,Automatic,104000,Al-Ahsa,112000
Ford,Edge,2017,Saudi,Semi Full,Automatic,92000,Riyadh,81000
Toyota,Land Cruiser,2018,Saudi,Full,Automatic,142000,Jeddah,245000
Hyundai,Elantra,2016,Other,Full,Automatic,101715,Qassim,52000
Aston Martin,Vantage,2012,Saudi,Full,Manual,880,Dammam,550000
Nissan,Bus Urvan,2009,Saudi,Standard,Manual,173000,Dammam,25000
Chevrolet,Caprice,2013,Saudi,Full,Automatic,148316,Dammam,65000
MG,RX8,2020,Saudi,Semi Full,Automatic,19000,Jeddah,88000
Ford,Expedition,2013,Saudi,Standard,Automatic,145000,Riyadh,38000
Audi,A8,2018,Gulf Arabic,Full,Automatic,44500,Dammam,310000
Nissan,Z370,2020,Saudi,Full,Manual,3000,Dammam,129000
GMC,Yukon,2019,Saudi,Standard,Automatic,83000,Jeddah,165000
Toyota,Hilux,2016,Saudi,Full,Automatic,2500,Dammam,105000
Chevrolet,Tahoe,2012,Saudi,Standard,Automatic,61000,Jeddah,80000
Suzuki,APV,2016,Saudi,Standard,Manual,124000,Dammam,0
GMC,Yukon,2014,Saudi,Standard,Automatic,256000,Najran,0
Toyota,Land Cruiser,2020,Saudi,Full,Automatic,18000,Riyadh,285000
Toyota,Land Cruiser,2014,Saudi,Full,Automatic,164,Riyadh,0
Toyota,Hilux,1995,Saudi,Full,Manual,900000,Jeddah,14000
Toyota,Yaris,2016,Saudi,Standard,Automatic,119000,Dammam,32000
Hyundai,Tucson,2018,Saudi,Standard,Automatic,17002,Jeddah,70500
Honda,Accord,2017,Saudi,Full,Automatic,139806,Riyadh,71500
Toyota,Hilux,2016,Gulf Arabic,Semi Full,Manual,122084,Riyadh,71500
Hyundai,Sonata,2018,Saudi,Semi Full,Automatic,65325,Riyadh,71500
Lexus,ES,2016,Saudi,Semi Full,Automatic,154000,Dammam,88000
Ford,Taurus,2016,Other,Semi Full,Automatic,102000,Dammam,72000
Dodge,Charger,2015,Other,Full,Automatic,119000,Dammam,105000
Ford,Taurus,2018,Other,Semi Full,Automatic,107000,Dammam,77000
Mercedes,S,2006,Saudi,Full,Automatic,435000,Dammam,39000
Toyota,Avalon,2015,Other,Semi Full,Automatic,80000,Dammam,86000
Lexus,ES,2016,Other,Full,Automatic,87000,Dammam,119000
GMC,Acadia,2014,Saudi,Full,Automatic,193000,Dammam,58000
GMC,Yukon,2014,Saudi,Full,Automatic,327000,Dammam,77000
Lexus,RC,2015,Other,Full,Automatic,139000,Dammam,121000
Ford,Mustang,2019,Other,Full,Automatic,41000,Dammam,123000
Ford,Mustang,2016,Gulf Arabic,Full,Manual,50000,Dammam,127000
GMC,Yukon,2013,Saudi,Standard,Automatic,292000,Dammam,74000
Porsche,Panamera,2011,Saudi,Full,Automatic,113000,Dammam,99000
Cadillac,Escalade,2016,Other,Full,Automatic,114000,Dammam,179000
Chevrolet,Camaro,2018,Other,Full,Automatic,89000,Dammam,109000
Ford,Marquis,2010,Other,Full,Automatic,270000,Riyadh,19000
Mazda,CX9,2016,Other,Full,Automatic,104000,Dammam,105000
Cadillac,Escalade,2016,Other,Full,Automatic,114000,Dammam,175000
Mercedes,S,2013,Saudi,Full,Automatic,110000,Dammam,113000
Chevrolet,Caprice,2015,Saudi,Standard,Automatic,147374,Riyadh,71500
Audi,A6,2013,Saudi,Semi Full,Automatic,74924,Riyadh,71500
Lincoln,MKZ,2013,Saudi,Semi Full,Automatic,98100,Riyadh,71500
Hyundai,Sonata,2018,Saudi,Full,Automatic,84315,Riyadh,72500
Chevrolet,Traverse,2016,Other,Full,Automatic,154000,Dammam,85000
Ford,Taurus,2016,Other,Full,Automatic,129000,Dammam,74000
Ford,Fusion,2015,Saudi,Semi Full,Automatic,157000,Dammam,47000
Toyota,Prado,2018,Gulf Arabic,Semi Full,Automatic,77000,Dammam,139000
Ford,Taurus,2015,Other,Full,Automatic,96000,Dammam,85000
Ford,Taurus,2018,Other,Full,Automatic,59000,Dammam,91000
Ford,Taurus,2015,Other,Full,Automatic,122000,Dammam,69000
Ford,Taurus,2018,Other,Semi Full,Automatic,100000,Dammam,89000
Chrysler,S300,2018,Other,Full,Automatic,105000,Dammam,119000
Chevrolet,Malibu,2016,Saudi,Standard,Automatic,170,Riyadh,20000
Mercedes,E,2013,Gulf Arabic,Semi Full,Automatic,196000,Jeddah,0
INFINITI,QX,2019,Saudi,Full,Automatic,19800,Riyadh,130000
Toyota,FJ,2010,Saudi,Semi Full,Automatic,220,Riyadh,0
Hyundai,Elantra,2015,Saudi,Full,Automatic,270000,Jeddah,27000
Nissan,Armada,2006,Saudi,Semi Full,Automatic,100000,Jeddah,12000
Toyota,Land Cruiser 70,2019,Saudi,Full,Manual,89000,Riyadh,90000
Chevrolet,Blazer,2015,Saudi,Standard,Automatic,180000,Jubail,40000
Mitsubishi,Pajero,2016,Saudi,Semi Full,Automatic,122000,Riyadh,50000
Ford,Expedition,2007,Other,Semi Full,Automatic,365000,Dammam,0
Mercedes,S,2003,Gulf Arabic,Full,Automatic,440000,Tabouk,16000
Lexus,LX,2015,Saudi,Full,Automatic,97000,Taef,192000
Kia,Cadenza,2018,Saudi,Full,Automatic,148884,Riyadh,65000
Kia,Cadenza,2018,Saudi,Standard,Automatic,155652,Riyadh,72500
Chevrolet,Impala,2018,Saudi,Standard,Automatic,63118,Riyadh,73500
Ford,Taurus,2018,Saudi,Standard,Automatic,81165,Riyadh,74000
Hyundai,Senta fe,2018,Saudi,Semi Full,Automatic,143405,Riyadh,74500
Hyundai,Azera,2019,Saudi,Standard,Automatic,56000,Riyadh,77000
Toyota,Hilux,2014,Saudi,Full,Automatic,132000,Al-Medina,0
Chevrolet,Spark,2020,Saudi,Standard,Automatic,16000,Riyadh,27000
Volkswagen,CC,2012,Saudi,Full,Automatic,210000,Al-Ahsa,27000
Chevrolet,Silverado,2018,Saudi,Semi Full,Automatic,97000,Dammam,83000
Toyota,Prado,2017,Saudi,Semi Full,Automatic,256,Dammam,0
Hyundai,Elantra,2018,Saudi,Semi Full,Automatic,70000,Aseer,57000
Toyota,Hilux,2018,Gulf Arabic,Full,Manual,84620,Makkah,0
Kia,Carnival,2019,Saudi,Semi Full,Automatic,100,Riyadh,2487
Toyota,Avanza,2017,Saudi,Semi Full,Automatic,38500,Al-Baha,0
Toyota,Corolla,2013,Saudi,Standard,Manual,400000,Abha,0
Toyota,Corolla,2013,Saudi,Standard,Manual,421000,Abha,0
Honda,Accord,2019,Saudi,Standard,Automatic,91000,Jeddah,0
Mitsubishi,Pajero,2017,Saudi,Semi Full,Automatic,125000,Jeddah,0
Toyota,Land Cruiser,2016,Saudi,Full,Automatic,70000,Tabouk,0
Hyundai,Elantra,2021,Saudi,Full,Automatic,2600,Makkah,95000
Ford,Marquis,2001,Saudi,Standard,Automatic,350000,Aseer,6000
Ford,Taurus,2013,Other,Full,Automatic,267000,Jeddah,0
Mercedes,E,2017,Other,Semi Full,Automatic,33000,Dammam,185000
Toyota,Hilux,2016,Saudi,Standard,Manual,37000,Qassim,0
Nissan,Patrol,2015,Saudi,Full,Automatic,130000,Dammam,82000
Nissan,Sunny,2020,Saudi,Full,Automatic,1300,Dammam,43000
Chevrolet,Optra,2008,Saudi,Semi Full,Automatic,155,Jeddah,0
Toyota,C-HR,2020,Saudi,Full,Automatic,11000,Dammam,90000
Toyota,Camry,2017,Saudi,Full,Automatic,95794,Riyadh,74500
Ford,Taurus,2018,Saudi,Standard,Automatic,91355,Riyadh,74500
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,79159,Riyadh,75000
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,124628,Riyadh,75000
Nissan,Datsun,2013,Saudi,Standard,Manual,340,Qassim,26000
BYD,S7,2018,Other,Semi Full,Automatic,138000,Aseer,0
Mercedes,C,2020,Other,Full,Automatic,33000,Jeddah,235000
GMC,Yukon,2012,Saudi,Semi Full,Automatic,65000,Makkah,80000
Nissan,Patrol,1998,Saudi,Semi Full,Manual,143,Makkah,0
Great Wall,Wingle,2021,Saudi,Full,Manual,18000,Qassim,0
Hyundai,Elantra,2016,Saudi,Full,Automatic,97000,Al-Medina,42000
Nissan,Sunny,2007,Other,Semi Full,Manual,300020,Abha,15000
Toyota,Hilux,2007,Saudi,Full,Manual,445250,Wadi Dawasir,50000
Toyota,Innova,2020,Saudi,Standard,Automatic,24552,Riyadh,76500
Toyota,Hilux,2018,Saudi,Semi Full,Manual,105558,Riyadh,76500
Dodge,Charger,2017,Saudi,Standard,Automatic,122178,Riyadh,76500
Chevrolet,Caprice,2013,Saudi,Standard,Automatic,92132,Riyadh,76500
GMC,Yukon,2011,Saudi,Standard,Automatic,293,Abha,47000
Mitsubishi,Pajero,2016,Saudi,Full,Automatic,200,Riyadh,56000
Toyota,Camry,2018,Saudi,Full,Automatic,98000,Jubail,0
Jeep,Grand Cherokee,2014,Saudi,Semi Full,Automatic,245000,Al-Namas,55000
GMC,Terrain,2013,Saudi,Semi Full,Automatic,240000,Jeddah,30000
Toyota,Land Cruiser,2020,Gulf Arabic,Full,Automatic,21000,Riyadh,0
Mercedes,S,2016,Saudi,Full,Automatic,95165,Riyadh,0
Mercedes,E,2014,Saudi,Semi Full,Automatic,95000,Dammam,98000
Kia,Mohave,2014,Saudi,Full,Automatic,200350,Al-Ahsa,40000
Lexus,LX,2014,Gulf Arabic,Full,Automatic,88000,Qassim,207000
GMC,Yukon,2015,Saudi,Full,Automatic,182600,Riyadh,0
GMC,Yukon,2015,Saudi,Full,Automatic,132800,Riyadh,0
Toyota,Land Cruiser,2020,Saudi,Semi Full,Automatic,48259,Riyadh,0
Toyota,Camry,2020,Saudi,Full,Automatic,6500,Yanbu,0
Chevrolet,Caprice,2007,Saudi,Full,Automatic,3187031,Riyadh,0
Kia,Rio,2015,Saudi,Standard,Automatic,182000,Riyadh,21000
Chevrolet,Malibu,2019,Saudi,Semi Full,Automatic,50000,Riyadh,0
GMC,Savana,1999,Other,Full,Automatic,200000,Jeddah,11500
GMC,Yukon,2017,Saudi,Standard,Automatic,39000,Taef,142000
Toyota,Land Cruiser,1999,Gulf Arabic,Semi Full,Manual,300000,Taef,0
Nissan,Sunny,2019,Saudi,Semi Full,Automatic,43210,Riyadh,0
Hyundai,H1,2020,Saudi,Standard,Automatic,32000,Riyadh,0
Toyota,Cressida,1996,Gulf Arabic,Semi Full,Manual,60000,Al-Medina,0
Toyota,Avalon,2013,Saudi,Full,Automatic,101000,Jeddah,70000
Mazda,6,2019,Saudi,Standard,Automatic,71187,Riyadh,76500
Honda,Accord,2014,Saudi,Semi Full,Automatic,59200,Riyadh,76500
Dodge,Charger,2016,Saudi,Semi Full,Automatic,165407,Riyadh,76500
Ford,Expedition,2014,Saudi,Standard,Automatic,16682,Riyadh,76500
Hyundai,Tucson,2015,Saudi,Standard,Automatic,69000,Jeddah,45000
Nissan,Maxima,2011,Saudi,Semi Full,Automatic,355000,Jeddah,20000
Ford,Fusion,2015,Saudi,Full,Automatic,200000,Riyadh,49000
Mercedes,C,2015,Saudi,Full,Automatic,110000,Riyadh,0
Chevrolet,Traverse,2011,Other,Standard,Automatic,100000,Besha,20000
Kia,Optima,2015,Saudi,Full,Automatic,129744,Al-Medina,49500
Toyota,Yaris,2019,Saudi,Semi Full,Automatic,50000,Dammam,40000
Lexus,IS,2018,Saudi,Semi Full,Automatic,131000,Riyadh,166000
Ford,Taurus,2016,Other,Full,Automatic,115000,Dammam,71000
Hyundai,Elantra,2015,Saudi,Full,Automatic,169,Aseer,30000
Hyundai,Elantra,2020,Saudi,Semi Full,Automatic,27000,Abha,1010
Nissan,Armada,2010,Other,Full,Automatic,300000,Riyadh,0
Nissan,Datsun,1993,Saudi,Full,Manual,600000,Riyadh,0
Genesis,G80,2019,Saudi,Semi Full,Automatic,35000,Riyadh,220000
Mercedes,C,2019,Gulf Arabic,Semi Full,Automatic,5000,Riyadh,187000
Lexus,LX,2020,Gulf Arabic,Full,Automatic,12000,Riyadh,430000
Honda,Accord,2008,Saudi,Standard,Automatic,197000,Abha,20000
GMC,Suburban,2004,Other,Standard,Automatic,212,Riyadh,14000
Mercedes,S,2006,Saudi,Full,Automatic,228000,Taef,45000
Porsche,Macan,2018,Saudi,Semi Full,Automatic,36000,Jeddah,210000
Toyota,Camry,2015,Saudi,Full,Automatic,297,Dammam,0
Chevrolet,Silverado,2018,Saudi,Standard,Automatic,88000,Dammam,85000
Mercedes,C,2017,Saudi,Full,Automatic,80000,Dammam,270000
Mercedes,CL,2011,Saudi,Full,Automatic,60000,Dammam,170000
Ford,Taurus,2017,Saudi,Standard,Automatic,128439,Riyadh,76500
Dodge,Durango,2017,Saudi,Standard,Automatic,102608,Riyadh,76500
Toyota,Innova,2017,Saudi,Full,Automatic,175559,Riyadh,76500
Hyundai,Azera,2019,Saudi,Standard,Automatic,61294,Riyadh,76500
Mercedes,G,2017,Saudi,Full,Automatic,113000,Dammam,330000
Hyundai,Sonata,2015,Saudi,Full,Automatic,300000,Riyadh,0
Ford,Expedition,2014,Saudi,Semi Full,Automatic,200,Riyadh,0
Jeep,Cherokee,2010,Saudi,Standard,Automatic,400,Riyadh,15000
